,cleanName,NAME,Type,valid,parkDistrict,lat,lon
332,bradys pond park,bradys pond park,park_direct,av,R-02,-74.0790186036,40.6049765633
333,recreation center - greenbelt,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
334,st vartan park,st. vartan park,other,av,M-06,-73.9739495303,40.7452416368
335,gilbert ramirez park,gilbert ramirez park,park_direct,av,B-01,-73.9345502576,40.7059589484
336,william f passanante ballfield,william f. passannante ballfield,other,av,M-02,-74.0022532561,40.728556919
337,pool - hansborough,hansborough pool,pool,av,M-10,-73.9394,40.8129
338,golf course - kissena,kissena park golf course,golf,av,Q-7,-73.799424,40.744525
339,monsignor crawford field,monsignor crawford field,park_direct,av,B-18,-73.9164303264,40.6143138992
340,bennett park,bennett park,park_direct,av,M-12,-73.9381111332,40.8528497935
341,the pearly gates,the pearly gates,park_direct,av,X-10,-73.8455578666,40.8387297919
342,william sheridan playground,william sheridan playground,park_direct,av,B-01,-73.9641696236,40.7152282497
343,shore road park,belt parkway/shore parkway,other,v,B-18,-73.9171788834,40.6169780664
344,joyce kilmer park,joyce kilmer park,park_direct,av,X-04,-73.9226603146,40.8285258674
345,dr gertrude b kelly playground,dr gertrude b kelly playground,pgs,av,M-04,-74.002,40.7417
346,maple playground,maple playground,park_direct,av,Q-07,-73.8260914702,40.7558749498
347,asphalt green,asphalt green,park_direct,av,M-08,-73.9440077355,40.7786303771
348,crotona park - bathgate playground,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
349,powells cove park,powell's cove park,other,av,Q-07,-73.8350243045,40.7900554572
350,prospect park - lookout hill,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
351,flushing meadows and corona park - albert h. mauro playground,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
352,highbridge park - wallenberg playground,wallenberg playground,pgs,av,M-12A,-73.9269,40.8529
353,saratoga ballfields,saratoga ballfields,park_direct,av,B-16,-73.9143385981,40.6753256421
354,recreation center - von king cultural arts center,herbert von king park,other,v,B-03,-73.946619649,40.6896719243
355,flushing meadows and corona park - lawrence playground,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
356,corlears hook park,corlears hook park,park_direct,av,M-03,-73.9795128093,40.7117756952
357,ditmars park,ditmars park,park_direct,av,Q-01,-73.9071563004,40.7716065713
358,dyker heights playground,dyker beach park,park_direct,v,B-10,-74.0189064746,40.6112805304
359,dyker beach park,dyker beach park,park_direct,av,B-10,-74.0189064746,40.6112805304
360,central park - diana ross playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
361,prospect park - midwood,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
362,seton falls park,seton falls park,park_direct,av,X-12,-73.8380895239,40.887055537
363,hester st playground,hester st playground,pgs,av,M-03,-73.9937,40.7175
364,joseph f mafera park,mafera park,other,v,Q-05,-73.8912328683,40.7072132287
365,london planetree playground,london planetree playground,park_direct,av,Q-09,-73.8532421245,40.6861398305
366,bensonhurst park,bensonhurst park,park_direct,av,B-11,-74.0013022481,40.5965128625
367,grand ferry park,grand ferry park,park_direct,av,B-01,-73.9673871153,40.7168414539
368,curtis park,curtis playground,other,v,B-18,-73.9174152276,40.640952082
369,clawson playground playground - ps 50,clawson playground,pgs,v,R-03,-74.1236,40.5605
370,prospect park - middle long meadow,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
371,wagner playground,wagner playground,park_direct,av,M-11,-73.9349215155,40.7997740015
372,forest park - carousel,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
373,benniger playground,benninger playground,pgs,av,Q-05,-73.8983,40.7071
374,dan ross playground,dan ross playground,park_direct,av,B-10,-74.0215891904,40.6228033561
375,sternberg park,sternberg park,park_direct,av,B-01,-73.9472441255,40.7062266433
376,gorman memorial park,gorman park,other,v,M-12,-73.9324122079,40.8557048382
377,ciccarone park,ciccarone park,park_direct,av,X-06,-73.8867043819,40.8559661893
378,st michaels playground,st michaels playground,pgs,av,Q-01,-73.9,40.7588
379,grassmere playground,grassmere playground,park_direct,av,Q-14,-73.758910056,40.5992770139
380,pool - jhs 57 and hs 26,jhs 57/hs 26 pool,pool,av,B-03,-73.9323,40.6917
381,umma park,umma park,park_direct,av,B-14,-73.9620467247,40.6536901027
382,astoria park - charybdis playground,charybdis playground,pgs,av,Q-01,-73.9224,40.7798
383,cunningham park - redwood playground,redwood playground,pgs,av,Q-08,-73.7755,40.727
384,staten island greenbelt park - willowbrook park natural area,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
385,half nelson playground,half-nelson playground,pgs,av,X-05,-73.9193,40.8468
386,east flatbush childrens park,east flatbush children's park,other,av,B-17,-73.9269522331,40.6632673146
387,manhattan beach park,manhattan beach park,park_direct,av,B-15,-73.9430926158,40.5766154127
388,mcarthur park,macarthur park,other,av,M-06,-73.9651474043,40.7522039165
389,beach - manhattan,manhattan beach,beach,av,B-15,-73.9441,40.5764
390,recreation center - pelham fritz,marcus garvey park,other,v,M-11,-73.9436694748,40.804485516
391,recreation center - recreation center 54,recreation center 54,other,av,M-06,-73.9651313485,40.7564797456
392,recreation center - fifty-four,recreation center 54,other,v,M-06,-73.9651313485,40.7564797456
393,newport playground,newport playground,park_direct,av,B-16,-73.9070321743,40.6608632834
394,van cortlandt park - healy field and gaelic field,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
395,recreation center - vic hanson,rochdale park,other,v,Q-12,-73.7744232396,40.6746707203
396,queensbridge park,queensbridge park,park_direct,av,Q-01,-73.9481856467,40.7557953144
397,breininger park,breininger park,park_direct,av,Q-13,-73.7289747587,40.7258278972
398,lou lodati playground,torsney playground,other,v,Q-02,-73.9216111858,40.7473511959
399,edenwald playground,edenwald playground,park_direct,av,X-12,-73.8450047561,40.8843625039
400,baisley pond park,baisley pond park,park_direct,av,Q-12,-73.7861822923,40.6758888821
401,van cortlandt park - kelley fields,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
402,ferry point park,ferry point park,park_direct,av,X-10,-73.8332971889,40.8123772301
403,107th street pier,pier 107 cvii,other,v,M-11,-73.9366464772,40.7890719341
404,st mary's park,st. mary's park,other,av,X-01,-73.9122189654,40.8114699391
405,st mary's park,st. mary's park,other,av,B-06,-73.9972199046,40.6764312268
406,st mary's park,st. mary's park,other,av,B-06,-73.9975404992,40.6757855782
407,brower park,brower park,park_direct,av,B-08,-73.9433923196,40.6738393245
408,central park - james michael levin playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
409,riverside park - hippo playground,hippo playground,pgs,av,M-14,-73.9782,40.7931
410,marble hill playground,marble hill playground,park_direct,av,X-08,-73.9081812748,40.8774855661
411,highland park area a,highland park,empiric,av,B-05,-73.8866712392,40.6849804908
412,highland park area a,highland park,empiric,av,Q-05,-73.8883532926,40.6877242132
413,allerton playground,allerton playground,park_direct,av,X-11,-73.8505359798,40.865994958
414,melrose playground,melrose playground,park_direct,av,X-01,-73.9184003105,40.8204577711
415,bellevue south park,bellevue south park,park_direct,av,M-06,-73.9780847201,40.7399986958
416,100 percent playground - ps 242,100% playground,pgs,v,B-18,-73.8992,40.6465
417,ethan allen playground,ethan allen playground,park_direct,av,B-05,-73.8869306037,40.6557036735
418,twenty four sycamores park,twenty-four sycamores park,other,av,M-08,-73.958666972,40.7594563965
419,crocheron park - golden pond in crocheron park,crocheron park,other,av,Q-11,-73.7675525368,40.7715321697
420,crocheron park,crocheron park,park_direct,av,Q-11,-73.7675525368,40.7715321697
421,riverdale park,riverdale park,park_direct,av,X-08,-73.9193879206,40.8926251384
422,wakefield playground,wakefield playground,park_direct,av,X-12,-73.8545048646,40.9019101748
423,john golden park,john golden park,park_direct,av,Q-11,-73.7683222724,40.7740145132
424,hellgate field,whitey ford field,other,v,Q-01,-73.9348355927,40.7776469608
425,bushwick ballfields,hope ballfield,other,v,B-04,-73.917135451,40.6974840475
426,prospect park - lullwater and boathouse,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
427,cyprus hills playground,cyprus hills playground,pgs,av,B-05,-73.8717,40.6704
428,thomas greene playground,thomas greene playground,park_direct,av,B-06,-73.9853519183,40.6803171871
429,forest park - sobelsohn park,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
430,kissena corridor east,kissena corridor park,other,av,Q-07,-73.8234604266,40.7482513254
431,kissena corridor east,kissena corridor park,other,av,Q-08,-73.7818492326,40.7417884718
432,van cortlandt park - nature center,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
433,friends field,friends field,park_direct,av,B-12,-73.9729033548,40.6187252824
434,inwood hill park - emerson playground,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
435,sledge playground,sledge playground,park_direct,av,B-18,-73.8978121826,40.6381696071
436,parade grounds playground,parade ground,park_direct,v,B-14,-73.9685138199,40.6507739448
437,red hook park - bush clinton park playground,red hook recreation area,empiric,av,B-06,-74.0056997559,40.6718688587
438,roy wilkins recreation center,roy wilkins recreation center,park_direct,av,Q-12,-73.7720367234,40.687890097
439,prospect park - park side avenue,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
440,bayview playground,bayview playground,park_direct,av,B-18,-73.8869098475,40.6349124069
441,monsignor kett playground,monsignor kett playground,park_direct,av,M-12,-73.9209132868,40.8625280094
442,athens square - ps 17,athens square,other,v,Q-01,-73.9222838151,40.7678127943
443,marcus garvey park - mount morris east playground,marcus garvey park,park_direct,v,M-11,-73.9436694748,40.804485516
444,forest park - jackson pond playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
445,brooklyn bridge park - pier 1,brooklyn bridge park,other,av,B-02,-73.9979857471,40.6977176363
446,central park - adventure playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
447,conference house park,conference house park,park_direct,av,R-03,-74.2421206151,40.4997530857
448,john jay park and pool,john jay pool,pool,av,M-08,-73.949,40.7696
449,digilio playground,digilio playground,pgs,av,B-14,-73.9771,40.6327
450,wolfes pond park,wolfe's pond park,other,av,R-03,-74.1909756879,40.5203382578
451,rochdale park,rochdale park,park_direct,av,Q-12,-73.7744232396,40.6746707203
452,ruppert park,ruppert park,park_direct,av,M-08,-73.9501314096,40.7809580909
453,alley pond park,alley pond park,park_direct,av,Q-11,-73.7468585479,40.7536076531
454,fermi playground,fermi playground,park_direct,av,B-04,-73.9283158111,40.700601662
455,central park - 110th street playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
456,central park - the mall and rumsey playfield,central park,empiric,av,M-13,-73.9655584012,40.7824838384
457,vinmont veteran park,vinmont veteran park,park_direct,av,X-08,-73.9049388697,40.9024459429
458,manhattan beach - manhattan beach park playground,manhattan beach park,pgs,av,B-15,-73.9407,40.5776
459,albert j parham playground,parham playground,pgs,av,B-02,-73.9708,40.6903
460,smokey oval,"phil ""scooter"" rizzuto park",other,v,Q-09,-73.8215866578,40.694792951
461,flushing meadows and corona park - saturn play equipment,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
462,springfield park,springfield park,park_direct,av,Q-13,-73.761947887,40.6613137958
463,bicentennial veterinary park at weir center,bicentennial veterans memorial park,other,v,X-10,-73.8138576221,40.8235066365
464,cherry tree playground,cherry tree park,other,v,M-11,-73.9472055242,40.7872386883
465,abraham lincoln playground,abraham lincoln playground,park_direct,av,M-11,-73.9371867852,40.8121951056
466,riverside park - over the tracks tennis courts,riverside park,other,av,M-14,-73.9536580952,40.826069869
467,riverside park - over the tracks tennis courts,riverside park,other,av,M-14,-73.9745612683,40.7988335229
468,columbus park playground,columbus park,pgs,v,M-03,-74.0,40.7152
469,middleton playground,middleton playground,park_direct,av,B-01,-73.9554208641,40.7006815382
470,alice austen park,alice austen park,park_direct,av,R-01,-74.0625730379,40.6158359398
471,van cortlandt park - southwest playground,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
472,staten island greenbelt park - willowbrook park recreational area,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
473,markham playground,markham playground,park_direct,av,R-01,-74.1458914286,40.623479358
474,recreation center - george cromwell,lyons pool,pool,v,R-01,-74.0743,40.6369
475,crowley playground,crowley playground,park_direct,av,Q-04,-73.8796138348,40.7295607252
476,high rock park,high rock park,park_direct,av,R-02,-74.1241539248,40.5829217278
477,crotona park - nature center,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
478,damrosch park,damrosch park,park_direct,av,M-07,-73.9849939561,40.7722128579
479,red hook park,red hook recreation area,empiric,av,B-06,-74.0056997559,40.6718688587
480,linden park - linden park school playground,linden park,pgs,av,B-05,-73.8876,40.6583
481,linden park - linden park school playground,linden park,pgs,av,B-05,-73.8875,40.6592
482,linden park - linden park school playground,linden park,pgs,av,Q-04,-73.8619,40.7486
483,taylor playground,taylor playground,park_direct,av,X-09,-73.8661012918,40.8389956701
484,broad channel park,broad channel park,park_direct,av,Q-14,-73.819763865,40.6010026534
485,samuel seabury playground - ps 198,samuel seabury playground,pgs,av,M-08,-73.9508,40.7854
486,castle hill playground,castle hill playground,park_direct,av,X-09,-73.8532233216,40.8392488626
487,pelham bay park - bronx victory memorial column,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
488,big bush park,big bush park,park_direct,av,Q-02,-73.9026279702,40.7396080415
489,palmetto playground,adam yauch park,other,v,B-02,-73.9991459079,40.6920983806
490,williamsburg bridge playground,bedford playground,pgs,v,B-01,-73.9639,40.7083
491,central park - bendheim playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
492,calvert vaux,calvert vaux park,other,av,B-13,-73.9947549145,40.5845060751
493,lillian d wald playground,lillian d wald playground,park_direct,av,M-03,-73.9843637301,40.7120416454
494,andries playground,andries playground,park_direct,av,B-14,-73.9464552619,40.6228332624
495,shore road park - 79th street playground,belt parkway/shore parkway,other,v,B-18,-73.9171788834,40.6169780664
496,naples playground,naples playground,park_direct,av,R-02,-74.0902481181,40.6025510649
497,college point park,college point park,park_direct,av,Q-07,-73.8464850039,40.7856239139
498,oxport playground,oxport playground,park_direct,av,B-02,-73.9762438579,40.6976044861
499,alfred smith - ps 1,alfred e. smith playground,other,v,M-03,-73.9974813224,40.7105979164
500,bill brown memorial playground,bill brown memorial playground,pgs,av,B-15,-73.9457,40.5922
501,lemon creek park,lemon creek park,park_direct,av,R-03,-74.2017971598,40.512990594
502,golf course - clearview park,clearview golf course,golf,av,Q-07,-73.789443,40.78705
503,bloomingdale playground,bloomingdale playground,park_direct,av,M-07,-73.9660010405,40.7991722149
504,silent springs playground,silent springs playground,pgs,av,Q-07,-73.823,40.7499
505,central park - east meadow,central park,empiric,av,M-13,-73.9655584012,40.7824838384
506,saw mill creek marsh,saw mill creek marsh,park_direct,av,R-02,-74.1915245104,40.6092749037
507,central park - north meadow,central park,empiric,av,M-13,-73.9655584012,40.7824838384
508,nellie bly park,nellie bly park,park_direct,av,B-11,-73.9944600647,40.5908437943
509,harry chapin park,harry chapin playground,other,v,B-02,-73.99492423,40.700664374
510,poe park,poe park,park_direct,av,X-07,-73.8946116351,40.8648031629
511,the rink at bryant park,bryant park,other,v,M-05,-73.982963724,40.7534966479
512,crotona malls,crotona parkway malls,other,v,X-06,-73.8847699074,40.8440499024
513,el hajj malik el shabazz playground,el hajj malik el shabazz playground,pgs,av,B-03,-73.9304,40.6828
514,asser levy park,asser levy park,park_direct,av,B-13,-73.9735309949,40.5747313656
515,forest park - greenhouse playground,forest park,empiric,av,Q-16,-73.853002977,40.7020526074
516,highbridge park - adventure playground,adventure playground,pgs,av,M-13,-73.9775,40.7733
517,highbridge park - adventure playground,adventure playground,pgs,av,M-12A,-73.9367,40.8364
518,williamsbridge oval - p g  mini pool and courts,williamsbridge oval,other,v,X-07,-73.8773857164,40.8776274396
519,willowbrook park,willowbrook park,park_direct,av,R-02,-74.1569610379,40.6006941898
520,sol lain playground,sol lain playground,pgs,av,M-03,-73.9838,40.7142
521,harold schneiderman playground - ps 232,harold schneiderman playground,pgs,av,Q-10,-73.8505,40.6652
522,springfield playground,springfield playground,pgs,av,Q-13,-73.7623,40.6601
523,grover cleveland park,grover cleveland playground,other,v,Q-05,-73.911144888,40.7108996665
524,central park - 110th street and lenox avenue playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
525,central park - cedar hill,central park,empiric,av,M-13,-73.9655584012,40.7824838384
526,jackie robinson park,jackie robinson park,park_direct,av,B-03,-73.9278117156,40.6802120196
527,jackie robinson park,jackie robinson park,park_direct,av,M-10,-73.9411297968,40.8265850181
528,jackie robinson park,jackie robinson park,park_direct,av,B-03,-73.9278117156,40.6802120196
529,jackie robinson park,jackie robinson park,park_direct,av,M-10,-73.9411297968,40.8265850181
530,harmony park,harmony park,park_direct,av,B-03,-73.9344318073,40.6779320683
531,cpl thompson park,cpl. thompson park,other,av,R-01,-74.1188510089,40.63806408
532,west 4th street courts,west 4th street courts,park_direct,av,M-02,-74.0009345802,40.7312154167
533,golf course - silver lake,silver lake golf course,golf,av,R-01,-74.097801,40.622662
534,university woods,university woods,park_direct,av,X-05,-73.9149830485,40.8591891719
535,golf course - douglaston,douglaston golf course,golf,av,Q-11,-73.731632,40.751999
536,ben abrams playground,ben abrams playground,pgs,av,X-11,-73.8701,40.8545
537,spuyten duyvil playground,spuyten duyvil playground,park_direct,av,X-08,-73.9158733536,40.8870494558
538,fountain of youth playground,fountain of youth playground,park_direct,av,X-01,-73.9052556197,40.8139915072
539,aqueduct walk - allerton fields in bronx park,bronx park,other,av,X-11,-73.875820076,40.8566400511
540,old fort number 4 park,washington's walk,other,v,X-08,-73.8996231871,40.873641176
541,macombs dam park - summit playground,summit playground,pgs,v,X-04,-73.9318,40.8308
542,riverside park - dinosaur playground,dinosaur playground,pgs,av,M-14,-73.975,40.7969
543,st gregory's park,st. gregory's playground,other,v,M-07,-73.9720267,40.7895176853
544,cedar playground,cedar playground,park_direct,av,X-05,-73.9173885881,40.8551222355
545,hickman playground,hickman playground,park_direct,av,B-18,-73.9129966673,40.6202997291
546,metcalf playground,soundview park,pgs,v,X-09,-73.8737,40.8196
547,metcalf playground,soundview park,pgs,v,X-09,-73.8703,40.8174
548,gravesend park,gravesend park,park_direct,av,B-12,-73.9843546903,40.6235608262
549,pelham bay park - rodmans neck east,pelham bay park,empiric,av,X-11,-73.8042018565,40.8681072084
550,fort tryon park - jacob javits playground,jacob javits playground,pgs,av,M-12,-73.9349,40.859
551,henry hudson park,henry hudson park,park_direct,av,X-08,-73.9199627805,40.8813294534
552,irving square park,irving square park,park_direct,av,B-04,-73.9091844407,40.6924428013
553,norelli-hargreaves playground,norelli-hargreaves playground,park_direct,av,Q-12,-73.8087375847,40.6901793363
554,prospect park - lincoln road playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
555,bufano playground,bufano playground,pgs,av,X-10,-73.8311,40.8382
556,aqueduct walk - bronx park,bronx park,other,av,X-11,-73.875820076,40.8566400511
557,travers park,travers park,park_direct,av,Q-03,-73.889345535,40.7539766848
558,pomonok playground - ps 201,pomonok playground,pgs,v,Q-08,-73.8139,40.7361
559,lawerence virgilio playground,lawrence virgilio playground,other,v,Q-02,-73.9107472225,40.7474700655
560,taaffe playground,taaffe playground,park_direct,av,B-03,-73.9607117829,40.6952804822
561,harlem river park,harlem river park,park_direct,av,M-11,-73.9339638333,40.8063039871
562,harlem river park,harlem river park,park_direct,av,M-11,-73.9346204321,40.8077851404
563,harlem river park,harlem river park,park_direct,av,M-11,-73.9315336449,40.8037884226
564,harlem river park,harlem river park,park_direct,av,M-11,-73.9309188254,40.8036321246
565,harlem river park,harlem river park,park_direct,av,X-04,-73.9308430313,40.8391840049
566,steuben playground,steuben playground,park_direct,av,B-02,-73.9634580777,40.6974449195
567,briarwood playground - jhs 217,briarwood playground,pgs,v,Q-08,-73.8111,40.7103
568,louis armstrong playground - ps 143,louis armstrong playground,pgs,av,Q-03,-73.8557,40.7554
569,tot lot one hundred five,lt. federico narvaez tot lot,other,v,B-14,-73.9659274591,40.6402819876
570,canarsie park,canarsie park,park_direct,av,B-18,-73.8918323355,40.6299774797
571,riverside park - classic playground,classic playground,pgs,av,M-14,-73.9864,40.7834
572,riverside park - classic playground,classic playground,pgs,av,X-13,-73.8905,40.8852
573,people's park,people's park,park_direct,av,X-01,-73.9170052669,40.8094856532
574,murray playground,murray playground,park_direct,av,Q-02,-73.9488225044,40.7472287009
575,mullaly park,mullaly park,park_direct,av,X-04,-73.9242072201,40.8327744684
576,francis lewis park,francis lewis park,park_direct,av,Q-07,-73.8252507107,40.797119625
577,st andrew's playground,st andrew's playground,pgs,av,B-03,-73.9422,40.6787
578,kingfisher park,king fisher park,other,av,R-03,-74.1509274784,40.5623734809
579,kelly playground,kelly playground,pgs,av,B-15,-73.9564,40.6043
580,maria hernandez park,maria hernandez park,park_direct,av,B-04,-73.9238633957,40.7031714416
581,parade ground,parade ground,park_direct,av,B-14,-73.9685138199,40.6507739448
582,cleopatra playground,cleopatra playground,park_direct,av,X-05,-73.9042003957,40.8454206701
583,macdonald park,macdonald park,park_direct,av,Q-06,-73.8468032729,40.7222372517
584,rodney playground south,rodney playground south,park_direct,av,B-01,-73.9559150247,40.7097256887
585,rockaway beach playground,rockaway beach playground,pgs,av,Q-14,-73.8019,40.5864
586,inwood hill park - indian road playground,inwood hill park,empiric,av,M-12,-73.9255128836,40.8725600843
587,levy playground,levy playground,park_direct,av,R-01,-74.1289385262,40.6339140488
588,holcombe rucker,holcombe rucker park,other,av,M-10,-73.9359540219,40.8292141577
589,howard bennett playground - ps 197,howard bennett playground,pgs,av,M-10,-73.9387,40.8136
590,sailors snug harbor,snug harbor cultural center,other,av,R-01,-74.1032420537,40.6426947262
591,theodore roosevelt park,theodore roosevelt park,park_direct,av,M-07,-73.9740578566,40.7813556769
592,juniper south playground,juniper south playground,pgs,av,Q-05,-73.8828,40.7185
593,frost playground,frost playground,park_direct,av,B-01,-73.9390110089,40.7187273143
594,nelson playground,nelson playground,park_direct,av,X-04,-73.9268422896,40.834798841
595,first park,first park,park_direct,av,M-03,-73.9896394802,40.7235177911
596,highbridge recreation center,highbridge park,other,v,M-12A,-73.9304651001,40.846501499
597,highbridge recreation center,highbridge park,other,v,X-04,-73.9267891522,40.8420769652
598,kissena corridor west,kissena corridor park,other,v,Q-07,-73.8234604266,40.7482513254
599,kissena corridor west,kissena corridor park,other,v,Q-08,-73.7818492326,40.7417884718
600,white playground a,white playground,pgs,av,M-11,-73.9459,40.7916
601,white playground a,white playground,pgs,av,R-01,-74.0631,40.6076
602,flushing meadows and corona park - unisphere,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
603,lyons square playground,lyons square playground,park_direct,av,X-02,-73.8880708984,40.8227749276
604,woods playground,woods playground,park_direct,av,B-08,-73.9289563523,40.6745436983
605,willoughby playground,willoughby playground,park_direct,av,B-03,-73.9468193949,40.694470153
606,marie curie park - jhs 158,marie curie park,other,v,Q-11,-73.771778747,40.7569356943
607,mcdonald playground - staten island,mcdonald playground,pgs,av,B-15,-73.972,40.6006
608,mcdonald playground - staten island,mcdonald playground,pgs,av,R-01,-74.1153,40.6296
609,greenbelt - nature center,greenbelt native plant center,empiric,av,R-02,-74.181555042,40.5960761085
610,berry playground,berry playground,park_direct,av,B-01,-73.9635129319,40.7126436484
611,dimattina playground,dimattina playground,park_direct,av,B-06,-74.0027437847,40.6799586796
612,dimattina playground,dimattina playground,park_direct,av,B-06,-74.0020881747,40.6807520531
613,blake hobbs playground,blake hobbs playground,park_direct,av,M-11,-73.9441980815,40.7888066514
614,story playground,story playground,park_direct,av,X-09,-73.8628438938,40.822913437
615,grand ave playground,grand playground,pgs,av,X-05,-73.9072,40.856
616,jacob schiff playground - ps 192,jacob schiff playground,pgs,av,M-09,-73.952,40.8205
617,riverside park - baseball fields,riverside park,other,av,M-14,-73.9536580952,40.826069869
618,riverside park - baseball fields,riverside park,other,av,M-14,-73.9745612683,40.7988335229
619,central park - 79th street yard and summit rock,central park,empiric,av,M-13,-73.9655584012,40.7824838384
620,annandale playground - ps 175,annadale playground,pgs,v,Q-06,-73.8518,40.7311
621,liberty park,detective keith l williams park,other,v,Q-12,-73.7844292049,40.7028838319
622,van cortlandt park - allen shandler rec area,van cortlandt park,empiric,av,X-13,-73.8866670724,40.8971015129
623,prospect park - garfield tot lot playground,prospect park,empiric,av,B-19,-73.9696822786,40.6613534409
624,central park - billy johnson playground,central park,empiric,av,M-13,-73.9655584012,40.7824838384
625,sakura park,sakura park,park_direct,av,M-09,-73.9620785438,40.813069208
626,electric  playground,electric playground,pgs,av,Q-08,-73.8054,40.7359
627,whitestone playground - ps 193,whitestone playground,pgs,av,Q-07,-73.8085,40.792
628,sutton place park,sutton place park,park_direct,av,M-06,-73.9602350964,40.7567091869
629,hallets cove playground - area a,hallets cove playground (area a),pgs,av,Q-01,-73.934,40.7722
630,john paul jones park,john paul jones park,park_direct,av,B-10,-74.0340908287,40.6109140555
631,st nicholas north playground,st nicholas north playground,pgs,av,M-10,-73.9466,40.8122
632,boerum park,boerum park,park_direct,av,B-06,-73.9903244895,40.6846524566
633,police officer reinaldo salgado playground,plce ofcr reinaldo salgado playground,pgs,av,B-03,-73.9257,40.688
634,lt nicholaus lia playground,lt lia playground,pgs,v,R-01,-74.0798,40.6436
635,blue heron park - nature center,blue heron park,other,v,R-03,-74.1743839577,40.5322346235
636,grove hill playground,grove hill playground,park_direct,av,X-01,-73.9088421993,40.8198718103
637,lozada playground,lozada playground,park_direct,av,X-01,-73.9249582126,40.8079524244
638,seton falls park - high rock playground,high rock playground,pgs,v,X-12,-73.8408,40.8883
639,mapes ballfields,mapes ballfield,other,av,X-06,-73.8858060976,40.8472267716
640,brust park,brust park,park_direct,av,X-08,-73.9038714986,40.8898961957
641,jacob joffe fields,jacob joffe fields,park_direct,av,B-18,-73.9193614709,40.6253376057
642,double nickel playground - ps 55,double nickel playground/ps 55,pgs,av,R-03,-74.1626,40.5369
643,cunningham park - 210th st playground,210th st playground,pgs,av,Q-08,-73.7653,40.7393
644,railroad park,railroad park,park_direct,av,Q-12,-73.768173476,40.6784234513
645,railroad park,railroad park,park_direct,av,X-03,-73.9153771468,40.8251303929
646,railroad park,railroad park,park_direct,av,Q-12,-73.768173476,40.6784234513
647,railroad park,railroad park,park_direct,av,X-03,-73.9153771468,40.8251303929
648,fox playground 1,fox playground,pgs,av,B-18,-73.9239,40.6323
649,fox playground 1,fox playground,pgs,av,X-02,-73.8985,40.815
650,carver playground,carver playground,park_direct,av,B-03,-73.9205309325,40.6803043965
651,gene gray playground,gene gray playground,park_direct,av,Q-14,-73.8191965767,40.6062467751
652,recreation center - al oerter,flushing meadows corona park,other,v,Q-15,-73.8417856108,40.743279099
653,flushing meadows and corona park - indoor ice hockey rink,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
654,virginia principe playground,virginia principe playground,pgs,av,Q-05,-73.9038,40.7272
655,pool - mullaly,mullaly pool,pool,av,X-04,-73.9243,40.8317
656,clark playground,clark playground,park_direct,av,X-01,-73.9212878006,40.8137091072
657,flushing meadows and corona park - playground for all children,flushing meadows corona park,empiric,av,Q-15,-73.8417856108,40.743279099
658,crotona park - crotona park lake,crotona park,empiric,av,X-03,-73.8948952325,40.8385853826
659,loring field,vito locascio field,other,v,Q-10,-73.8437198198,40.6699584097
660,lt lia playground,lt lia playground,pgs,av,R-01,-74.0798,40.6436
661,quarry ballfields,quarry ballfields,park_direct,av,X-06,-73.8908594545,40.850865161
662,golconda playground,golconda playground,park_direct,av,B-02,-73.9822879261,40.6978242226
663,pool - lasker in central park,central park,empiric,av,M-13,-73.9655584012,40.7824838384
664,albano playground,vincent f albano jr playground,pgs,v,M-06,-73.9785,40.742
665,fort hamilton athletic field,fort hamilton athletic field,park_direct,av,B-10,-74.0374155482,40.6266667554
